model,fuel_type,city_efficiency,highway_efficiency,electric_range,displacement,year
GV70 2.5T-GDI AWD 19인치,gasoline,8.5,11.5,,2497.0,2020
GV70 2.5T-GDI 2WD 21인치,gasoline,8.8,11.3,,2497.0,2020
GV70 2.5T-GDI 2WD 19인치,gasoline,8.9,11.6,,2497.0,2020
GV70 3.5T-GDI AWD 21인치,gasoline,7.3,9.9,,3470.0,2020
GV70 2.2디젤 AWD 21인치 (스포츠패키지),diesel,10.8,13.7,,2151.0,2020
GV70 2.2디젤 AWD 19인치 (스포츠패키지),diesel,11.2,14.3,,2151.0,2020
GV70 2.2디젤 AWD 18인치(빌트인캠),diesel,11.5,14.8,,2151.0,2020
GV70 2.2디젤 AWD 18인치,diesel,11.5,15.0,,2151.0,2020
GV70 2.2디젤 2WD 21인치 (스포츠패키지),diesel,11.2,14.7,,2151.0,2020
GV70 2.2디젤 2WD 19인치 (스포츠패키지),diesel,12.0,14.9,,2151.0,2020
GV70 2.2디젤 2WD 18인치 (빌트인캠),diesel,12.1,15.6,,2151.0,2020
GV70 2.2디젤 2WD 18인치,diesel,12.1,15.8,,2151.0,2020
GV70 2.5T-GDI AWD 21인치 (스포츠패키지),gasoline,8.2,10.7,,2497.0,2020
GV70 2.5T-GDI AWD 19인치 (스포츠패키지),gasoline,8.5,11.5,,2497.0,2020
GV70 2.5T-GDI AWD 18인치(빌트인캠),gasoline,8.6,11.4,,2497.0,2020
GV70 2.5T-GDI AWD 18인치,gasoline,8.7,11.5,,2497.0,2020
GV70 2.5T-GDI 2WD 21인치 (스포츠패키지),gasoline,8.8,11.3,,2497.0,2020
GV70 2.5T-GDI 2WD 19인치 (스포츠패키지),gasoline,8.9,11.6,,2497.0,2020
GV70 2.5T-GDI 2WD 18인치(빌트인캠),gasoline,9.4,12.4,,2497.0,2020
GV70 2.5T-GDI 2WD 18인치,gasoline,9.6,12.4,,2497.0,2020
GV70 3.5T-GDI AWD 21인치[썸머](스포츠패키지),gasoline,7.2,9.7,,3470.0,2020
GV70 3.5T-GDI AWD 21인치 (스포츠패키지),gasoline,7.3,9.9,,3470.0,2020
GV70 3.5T-GDI AWD 19인치(빌트인캠),gasoline,7.4,10.2,,3470.0,2020
GV70 3.5T-GDI AWD 19인치,gasoline,7.5,10.3,,3470.0,2020
G70(IK PE) 2.0T-GDI 2WD 19인치(썸머)_SP,gasoline,9.0,12.6,,1998.0,2020
G70(IK PE) 2.0T-GDI 2WD 19인치(올시즌)_SP,gasoline,9.3,12.3,,1998.0,2020
G70(IK PE) 2.0T-GDI AWD 19인치(썸머)_SP,gasoline,8.1,11.2,,1998.0,2020
G70(IK PE) 2.0T-GDI AWD 19인치(올시즌)_SP,gasoline,8.2,11.5,,1998.0,2020
G70(IK PE) 2.0T-GDI 2WD 18인치(빌트인캠),gasoline,9.2,12.4,,1998.0,2020
G70(IK PE) 2.0T-GDI 2WD 18인치타이어,gasoline,9.5,12.5,,1998.0,2020
G70(IK PE) 2.0T-GDI AWD 18인치(빌트인캠),gasoline,8.4,11.7,,1998.0,2020
G70(IK PE) 2.0T-GDI AWD 18인치타이어,gasoline,8.7,11.8,,1998.0,2020
G70(IK PE) 2.0T-GDI 2WD 19인치(썸머),gasoline,9.0,12.6,,1998.0,2020
G70(IK PE) 2.0T-GDI 2WD 19인치(올시즌),gasoline,9.3,12.3,,1998.0,2020
G70(IK PE) 2.0T-GDI AWD 19인치(썸머),gasoline,8.1,11.2,,1998.0,2020
G70(IK PE) 2.0T-GDI AWD 19인치(올시즌),gasoline,8.2,11.5,,1998.0,2020
G70(IK PE) 2.2디젤 2WD_17인치(빌트인캠),diesel,13.0,17.3,,2199.0,2020
G70(IK PE) 2.2디젤 2WD_17인치타이어,diesel,13.3,17.4,,2199.0,2020
G70(IK PE) 2.2디젤 2WD_18/19인치타이어,diesel,12.8,16.2,,2199.0,2020
G70(IK PE) 2.2디젤 AWD_17인치타이어,diesel,11.9,15.5,,2199.0,2020
G70(IK PE)  2.2디젤 AWD_18/19인치타이어,diesel,11.7,15.2,,2199.0,2020
G70(IK PE) 3.3T-GDI AWD 19인치(썸머)_SP,gasoline,7.4,10.3,,3342.0,2020
G70(IK PE) 3.3T-GDI AWD 19인치(올시즌)_SP,gasoline,7.7,10.8,,3342.0,2020
G70(IK PE) 3.3T-GDI 2WD 19인치(썸머)_SP,gasoline,8.0,10.8,,3342.0,2020
G70(IK PE) 3.3T-GDI 2WD 19인치(올시즌)_SP,gasoline,8.2,11.3,,3342.0,2020
G70(IK PE) 3.3T-GDI AWD 19인치(썸머),gasoline,7.4,10.3,,3342.0,2020
G70(IK PE)3.3T-GDI AWD 19인치(올시즌),gasoline,7.7,10.8,,3342.0,2020
G70(IK PE) 3.3T-GDI 2WD 19인치(썸머),gasoline,8.0,10.8,,3342.0,2020
G70(IK PE) 3.3T-GDI 2WD 19인치(올시즌),gasoline,8.2,11.3,,3342.0,2020
투싼 2.0디젤 2WD 8AT 19인치,diesel,12.7,15.6,,1998.0,2020
투싼 2.0디젤 AWD 8AT 19인치,diesel,11.7,14.8,,1998.0,2020
투싼 1.6T-GDI 2WD 7DCT 19인치,gasoline,11.1,13.2,,1598.0,2020
투싼 1.6T-GDI AWD 7DCT 19인치,gasoline,10.2,12.0,,1598.0,2020
코나(PE) 1.6T-GDI 2WD 16인치/17인치타이어,gasoline,12.7,15.7,,1598.0,2020
코나(PE) 1.6T-GDI 2WD 18인치타이어,gasoline,11.7,14.1,,1598.0,2020
코나(PE) 1.6T-GDI 4WD 16인치타이어,gasoline,11.1,13.7,,1598.0,2020
코나(PE) 1.6T-GDI 4WD 17인치타이어,gasoline,10.8,13.2,,1598.0,2020
코나(PE) 1.6T-GDI 4WD 18인치타이어,gasoline,10.6,13.0,,1598.0,2020
싼타페(개조) 2.5T-GDI AWD 5인 20인치타이어,gasoline,8.6,10.9,,2497.0,2020
싼타페(개조) 2.5T-GDI AWD 5인 18인치타이어,gasoline,8.9,11.4,,2497.0,2020
싼타페(개조) 2.5T-GDI 2WD 5인 20인치타이어,gasoline,9.2,11.5,,2497.0,2020
싼타페(개조) 2.5T-GDI AWD 7인 20인치타이어,gasoline,8.6,10.9,,2497.0,2020
싼타페(개조) 2.5T-GDI AWD 7인 18인치타이어,gasoline,8.9,11.4,,2497.0,2020
싼타페(개조) 2.5T-GDI 2WD 7인 20인치타이어,gasoline,9.2,11.5,,2497.0,2020
싼타페(개조) 2.5T-GDI 2WD 7인 18인치(빌트인캠),gasoline,9.3,12.2,,2497.0,2020
싼타페(개조) 2.5T-GDI 2WD 7인 18인치타이어,gasoline,9.4,12.2,,2497.0,2020
싼타페(개조) 2.5T-GDI 2WD 5인 18인치(빌트인캠),gasoline,9.6,12.7,,2497.0,2020
싼타페(개조) 2.5T-GDI 2WD 5인 18인치타이어,gasoline,9.6,12.8,,2497.0,2020
투싼 1.6T-GDI AWD 7DCT 19인치 (빌트인캠),gasoline,10.2,12.0,,1598.0,2020
투싼 1.6T-GDI AWD 7DCT 18인치 (빌트인캠),gasoline,10.5,12.4,,1598.0,2020
투싼 1.6T-GDI AWD 7DCT 17/18인치,gasoline,10.8,12.7,,1598.0,2020
투싼 1.6T-GDI 2WD 7DCT 19인치 (빌트인캠),gasoline,11.1,13.2,,1598.0,2020
투싼 1.6T-GDI 2WD 7DCT 18인치 (빌트인캠),gasoline,11.3,13.6,,1598.0,2020
투싼 1.6T-GDI 2WD 7DCT 17/18인치,gasoline,11.5,13.8,,1598.0,2020
투싼 2.0디젤 AWD 8AT 19인치 (빌트인캠),diesel,11.7,14.8,,1998.0,2020
투싼 2.0디젤 AWD 8AT 18인치 (빌트인캠),diesel,11.7,15.4,,1998.0,2020
투싼 2.0디젤 AWD 8AT 17/18인치,diesel,11.9,15.5,,1998.0,2020
투싼 2.0디젤 2WD 8AT 19인치 (빌트인캠),diesel,12.7,15.6,,1998.0,2020
투싼 2.0디젤 2WD 8AT 18인치 (빌트인캠),diesel,12.9,16.0,,1998.0,2020
투싼 2.0디젤 2WD 8AT 18인치,diesel,12.9,16.3,,1998.0,2020
투싼 2.0디젤 2WD 8AT 17인치,diesel,13.5,16.7,,1998.0,2020
쏘나타(DN8) 2.0GDI 하이브리드_18인치타이어,gasoline,18.1,17.8,,1999.0,2020
쏘나타(DN8) 2.0GDI 하이브리드_18인치(빌트인캠),gasoline,17.3,17.8,,1999.0,2020
투싼 1.6T-GDI 하이브리드 6AT (빌트인캠),gasoline,16.3,15.2,,1598.0,2020
투싼 1.6T-GDI 하이브리드 6AT,gasoline,16.9,15.3,,1598.0,2020
싼타페 2.2디젤 2WD 5인 18인치타이어,diesel,13.0,15.9,,2151.0,2020
싼타페 2.2디젤 2WD 7인 18인치타이어,diesel,13.0,15.9,,2151.0,2020
싼타페 2.2디젤 AWD 5인 20인치타이어,diesel,11.7,14.4,,2151.0,2020
싼타페 2.2디젤 AWD 5인 18인치타이어(빌트인캠),diesel,12.0,15.1,,2151.0,2020
싼타페 2.2디젤 2WD 5인 20인치타이어,diesel,12.5,15.3,,2151.0,2020
싼타페 2.2디젤 2WD 5인 18인치타이어(빌트인캠),diesel,12.7,15.8,,2151.0,2020
싼타페 2.2디젤 AWD 5인 18인치타이어,diesel,12.3,15.3,,2151.0,2020
싼타페 2.2디젤 AWD 7인 20인치타이어,diesel,11.7,14.4,,2151.0,2020
싼타페 2.2디젤 AWD 7인 18인치타이어,diesel,12.0,15.1,,2151.0,2020
싼타페 2.2디젤 2WD 7인 20인치타이어,diesel,12.5,15.3,,2151.0,2020
싼타페 2.2디젤 2WD 7인 18인치타이어(빌트인캠),diesel,12.7,15.8,,2151.0,2020
아반떼 1.6 T-GDI 6MT 18인치 타이어,gasoline,11.1,14.0,,1598.0,2020
아반떼 1.6 T-GDI 7DCT 18인치 타이어,gasoline,11.5,14.7,,1598.0,2020
벨로스터 N 2.0T-GDI (PP)_21MY,gasoline,9.5,11.9,,1998.0,2020
벨로스터 N 2.0T-GDI (STD)_21MY,gasoline,9.7,12.1,,1998.0,2020
쏘나타(DN8) 2.5 T-GDI_19인치타이어(빌트인캠),gasoline,9.4,13.5,,2497.0,2020
쏘나타(DN8) 2.5 T-GDI_19인치타이어,gasoline,9.6,13.6,,2497.0,2020
아반떼 1.6GDI 하이브리드 (16“타이어),gasoline,21.4,20.7,,1580.0,2020
아반떼 1.6GDI 하이브리드 (17“타이어),gasoline,20.3,18.6,,1580.0,2020
쏘나타(DN8) 1.6 T-GDI_18인치타이어_21MY,gasoline,11.7,15.5,,1598.0,2020
쏘나타(DN8) 1.6 T-GDI_17인치타이어(빌트인캠)_21MY,gasoline,12.0,16.1,,1598.0,2020
쏘나타(DN8) 1.6 T-GDI_17인치타이어_21MY,gasoline,12.3,16.2,,1598.0,2020
쏘나타(DN8) 2.0CVVL_18인치타이어(빌트인캠)_21MY,gasoline,11.2,14.8,,1999.0,2020
쏘나타(DN8) 2.0CVVL_18인치타이어_21MY,gasoline,11.4,14.8,,1999.0,2020
쏘나타(DN8) 2.0CVVL_17인치타이어(빌트인캠)_21MY,gasoline,11.5,14.7,,1999.0,2020
쏘나타(DN8) 2.0CVVL_17인치타이어_21MY,gasoline,11.6,14.8,,1999.0,2020
아반떼 1.6 가솔린 15인치 타이어,gasoline,13.8,17.7,,1598.0,2020
GV80 2.5T-GDI AWD 5인 19인치타이어 (빌트인캠),gasoline,7.9,10.0,,2497.0,2020
GV80 2.5T-GDI AWD 5인 19인치타이어,gasoline,8.0,10.4,,2497.0,2020
GV80 2.5T-GDI AWD 5인 20인치타이어,gasoline,7.8,9.8,,2497.0,2020
GV80 2.5T-GDI AWD 7인 20인치타이어,gasoline,7.6,9.8,,2497.0,2020
GV80 2.5T-GDI 2WD 5인 22인치타이어,gasoline,8.2,10.4,,2497.0,2020
GV80 2.5T-GDI 2WD 5인 20인치타이어,gasoline,8.2,10.4,,2497.0,2020
GV80 2.5T-GDI 2WD 7인 20인치타이어,gasoline,8.2,10.4,,2497.0,2020
GV80 3.5T-GDI AWD 5인 20인치타이어 (빌트인캠),gasoline,6.9,9.1,,3470.0,2020
GV80 3.5T-GDI AWD 5인 22인치타이어,gasoline,6.9,9.1,,3470.0,2020
GV80 3.5T-GDI AWD 7인 20인치타이어,gasoline,6.9,9.1,,3470.0,2020
GV80 3.5T-GDI 2WD 7인 20인치타이어,gasoline,7.4,9.9,,3470.0,2020
GV80 3.5T-GDI 2WD 5인 20인치타이어 (빌트인캠),gasoline,7.4,9.9,,3470.0,2020
GV80 3.5T-GDI AWD 5인 20인치타이어,gasoline,7.1,9.3,,3470.0,2020
GV80 3.5T-GDI 2WD 7인 22인치타이어,gasoline,7.3,9.6,,3470.0,2020
GV80 3.5T-GDI 2WD 5인 22인치타이어,gasoline,7.4,9.9,,3470.0,2020
GV80 3.5T-GDI AWD 7인 22인치타이어,gasoline,6.9,9.1,,3470.0,2020
GV80 3.5T-GDI 2WD 5인 20인치타이어,gasoline,7.7,10.1,,3470.0,2020
GV80 2.5T-GDI AWD 7인 22인치타이어,gasoline,7.6,9.8,,2497.0,2020
G80 2.2디젤 2WD 18인치타이어,diesel,12.6,18.1,,2151.0,2020
GV80 2.5T-GDI AWD 7인 19인치타이어 (빌트인캠),gasoline,7.9,10.0,,2497.0,2020
GV80 2.5T-GDI AWD 7인 19인치타이어,gasoline,8.0,10.4,,2497.0,2020
GV80 2.5T-GDI AWD 5인 22인치타이어,gasoline,7.8,9.8,,2497.0,2020
GV80 2.5T-GDI 2WD 7인 22인치타이어,gasoline,8.2,10.4,,2497.0,2020
GV80 2.5T-GDI 2WD 7인 19인치타이어,gasoline,8.4,10.7,,2497.0,2020
GV80 2.5T-GDI 2WD 5인 19인치타이어 (빌트인캠),gasoline,8.5,10.9,,2497.0,2020
GV80 2.5T-GDI 2WD 5인승 19인치 타이어,gasoline,8.7,11.1,,2497.0,2020
G80 2.2디젤 AWD 19인치타이어,diesel,11.3,15.0,,2151.0,2020
G80 2.2디젤 AWD 18인치 (빌트인캠),diesel,11.5,15.5,,2151.0,2020
G80 2.2디젤 AWD 18인치타이어,diesel,11.5,15.5,,2151.0,2020
G80 2.2디젤 2WD 19인치타이어,diesel,12.5,17.5,,2151.0,2020
G80 2.2디젤 2WD 18인치 (빌트인캠),diesel,12.5,17.7,,2151.0,2020
아반떼 1.6 가솔린 15인치 타이어(MT),gasoline,12.8,16.9,,1598.0,2020
아반떼 1.6 가솔린 17인치 타이어,gasoline,13.1,16.6,,1598.0,2020
아반떼 1.6 가솔린 16인치 타이어,gasoline,13.3,17.3,,1598.0,2020
벨로스터 N 2.0T-GDI_8DCT,gasoline,8.9,12.3,,1998.0,2020
GV80 3.0디젤 AWD 7인 20인치타이어,diesel,9.7,11.9,,2996.0,2020
GV80 3.0디젤 AWD 7인 20인치타이어(DS),diesel,9.7,11.9,,2996.0,2020
GV80 3.0디젤 AWD 7인 22인치타이어,diesel,9.7,11.9,,2996.0,2020
GV80 3.0디젤 AWD 5인 22인치타이어,diesel,9.7,11.9,,2996.0,2020
GV80 3.0디젤 2WD 7인 19인치 타이어,diesel,10.1,12.8,,2996.0,2020
GV80 3.0디젤 2WD 7인 19인치 타이어(DS),diesel,10.1,12.8,,2996.0,2020
GV80 3.0디젤 2WD 7인 20인치 타이어,diesel,10.1,12.8,,2996.0,2020
GV80 3.0디젤 2WD 7인 20인치 타이어(DS),diesel,10.1,12.8,,2996.0,2020
GV80 3.0디젤 2WD 7인 22인치 타이어,diesel,10.1,12.8,,2996.0,2020
GV80 3.0디젤 2WD 5인 19인치 타이어,diesel,10.5,13.7,,2996.0,2020
GV80 3.0디젤 2WD 5인 20인치 타이어,diesel,10.4,13.3,,2996.0,2020
GV80 3.0디젤 2WD 5인 20인치 타이어(DS),diesel,10.4,13.3,,2996.0,2020
GV80 3.0디젤 2WD 5인 22인치 타이어,diesel,10.4,13.3,,2996.0,2020
GV80 3.0디젤 AWD 5인 20인치타이어(DS),diesel,9.7,11.9,,2996.0,2020
GV80 3.0디젤 AWD 5인 20인치타이어,diesel,9.7,11.9,,2996.0,2020
GV80 3.0디젤 AWD 5인 19인치타이어,diesel,9.8,12.6,,2996.0,2020
GV80 3.0디젤 AWD 5인 19인치타이어(DS),diesel,9.8,12.6,,2996.0,2020
GV80 3.0디젤 AWD 7인 19인치타이어,diesel,9.8,12.6,,2996.0,2020
GV80 3.0디젤 AWD 5인 22인치타이어(DS),diesel,9.7,11.9,,2996.0,2020
GV80 3.0디젤 2WD 7인 22인치 타이어(DS),diesel,10.1,12.8,,2996.0,2020
GV80 3.0디젤 2WD 5인 19인치 타이어(DS),diesel,10.5,13.7,,2996.0,2020
GV80 3.0디젤 2WD 5인 22인치 타이어(DS),diesel,10.4,13.3,,2996.0,2020
GV80 3.0디젤 AWD 7인 19인치타이어(DS),diesel,9.8,12.6,,2996.0,2020
GV80 3.0디젤 AWD 7인 22인치 타이어(DS),diesel,9.4,11.7,,2996.0,2020
G80 3.5T-GDI AWD 20인치타이어,gasoline,7.3,10.3,,3470.0,2020
G80 3.5T-GDI AWD 19인치 (빌트인캠),gasoline,7.3,10.3,,3470.0,2020
G80 3.5T-GDI AWD 19인치타이어,gasoline,7.3,10.3,,3470.0,2020
G80 3.5T-GDI 2WD 20인치타이어,gasoline,7.8,11.2,,3470.0,2020
G80 3.5T-GDI 2WD 19인치타이어,gasoline,8.0,11.4,,3470.0,2020
G80 3.5T-GDI 2WD 19인치 (빌트인캠),gasoline,7.9,11.3,,3470.0,2020
G80 2.5T-GDI AWD 20인치타이어,gasoline,8.7,11.6,,2497.0,2020
G80 2.5T-GDI AWD 19인치타이어,gasoline,8.7,11.6,,2497.0,2020
G80 2.5T-GDI AWD 18인치 (빌트인캠),gasoline,8.7,11.9,,2497.0,2020
G80 2.5T-GDI AWD 18인치타이어,gasoline,8.9,12.1,,2497.0,2020
G80 2.5T-GDI 2WD 20인치타이어,gasoline,9.2,12.8,,2497.0,2020
G80 2.5T-GDI 2WD 19인치타이어,gasoline,9.3,12.8,,2497.0,2020
G80 2.5T-GDI 2WD 18인치 (빌트인캠),gasoline,9.5,12.9,,2497.0,2020
G80 2.5T-GDI 2WD 18인치타이어,gasoline,9.5,13.0,,2497.0,2020
쏘나타(DN8) 1.6 T-GDI_19인치(빌트인캠),gasoline,11.3,14.6,,1598.0,2019
쏘나타(DN8) 1.6 T-GDI_19인치타이어,gasoline,11.3,15.1,,1598.0,2019
포터일렉트릭,electric,3.6,2.7,211.0,,2019
"그랜저(IG개조)2.4 하이브리드_18""타이어",gasoline,15.2,15.1,,2359.0,2019
"그랜저(IG개조)2.4 하이브리드_18""타이어(빌트인캠)",gasoline,14.8,15.0,,2359.0,2019
"그랜저(IG개조)2.4 하이브리드_17""타이어(빌트인캠)",gasoline,15.7,16.1,,2359.0,2019
그랜저(IG개조) 3.3 GDI_19인치타이어,gasoline,8.3,11.7,,3342.0,2019
그랜저(IG개조) 3.3 GDI_18인치타이어,gasoline,8.3,12.0,,3342.0,2019
그랜저(IG개조) 2.5 GDI_19인치타이어,gasoline,9.7,13.4,,2497.0,2019
그랜저(IG개조) 2.5 GDI_18인치타이어,gasoline,10.1,14.0,,2497.0,2019
그랜저(IG개조) 2.5 GDI_17인치타이어,gasoline,10.3,14.6,,2497.0,2019
"투싼 개조차 2.0디젤 AWD (20MY_19""타이어)",diesel,11.6,13.6,,1995.0,2019
"투싼 개조차 2.0디젤 2WD 8AT (20MY_19""타이어)",diesel,12.9,15.1,,1995.0,2019
"투싼 개조차 1.6디젤 AWD (20MY_19""타이어)",diesel,13.4,14.5,,1598.0,2019
"투싼 개조차 1.6디젤 AWD (20MY_18""타이어)",diesel,13.4,15.1,,1598.0,2019
"투싼 개조차 1.6디젤 2WD (20MY_19""타이어)",diesel,14.7,16.2,,1598.0,2019
"투싼 개조차 1.6디젤 2WD (20MY_18""타이어)",diesel,15.0,16.8,,1598.0,2019
"투싼 개조차 1.6T-GDI AWD (20MY_19""타이어)",gasoline,9.8,11.3,,1591.0,2019
"투싼 개조차 1.6T-GDI AWD (20MY_18""타이어)",gasoline,10.0,11.8,,1591.0,2019
"투싼 개조차 1.6T-GDI 2WD (20MY_19""타이어)",gasoline,10.6,12.4,,1591.0,2019
"투싼 개조차 1.6T-GDI 2WD (20MY_18""타이어)",gasoline,10.8,12.7,,1591.0,2019
그랜드스타렉스 2.5디젤 리무진 (20MY_6P_N/HR),diesel,7.9,10.5,,2497.0,2019
그랜드스타렉스 2.5디젤 4WD 리무진 (20MY_6P_N/HR),diesel,7.6,9.4,,2497.0,2019
G70 3.3T-GDI AWD_20MY(19인치 PS4S타이어),gasoline,7.4,10.5,,3342.0,2019
G70 3.3T-GDI 2WD_20MY(19인치 PS4S타이어),gasoline,7.9,10.6,,3342.0,2019
G70 3.3T-GDI 2WD (19인치 PS4S타이어),gasoline,8.4,11.4,,3342.0,2019
G70 3.3T-GDI AWD (19인치 PS4S타이어),gasoline,7.7,10.8,,3342.0,2019
포터 2.5디젤 4x4덤프(강화유로6),diesel,8.6,9.1,,2497.0,2019
포터 2.5디젤 장축 더블캡 MT(강화유로6),diesel,9.6,9.9,,2497.0,2019
포터 2.5디젤 초장축 표준캡 AT(강화유로6),diesel,8.8,9.3,,2497.0,2019
포터 2.5디젤 장축 슈퍼캡 MT(강화유로6),diesel,9.9,9.9,,2497.0,2019
포터 2.5디젤 초장축 표준캡 MT(강화유로6),diesel,9.9,9.9,,2497.0,2019
포터 2.5디젤 4X4장축 표준캡(강화유로6),diesel,9.0,9.6,,2497.0,2019
