model,fuel_type,city_efficiency,highway_efficiency,electric_range,displacement,year
쏘나타(DN8) 1.6 T-GDI_18인치타이어,gasoline,11.8,15.2,,1598.0,2019
쏘나타(DN8) 1.6 T-GDI_17인치타이어,gasoline,12.3,15.9,,1598.0,2019
포터 2.5디젤 초장축 슈퍼캡 AT(강화유로6),diesel,8.8,9.3,,2497.0,2019
포터 2.5디젤 초장축 더블캡 AT(강화유로6),diesel,8.5,9.4,,2497.0,2019
포터 2.5디젤 초장축 슈퍼캡 MT(강화유로6),diesel,9.9,9.9,,2497.0,2019
포터 2.5디젤 초장축 더블캡 MT(강화유로6),diesel,9.6,9.9,,2497.0,2019
포터 2.5디젤 4X4장축 슈퍼캡(강화유로6),diesel,9.0,9.6,,2497.0,2019
포터 2.5디젤 4X4장축 더블캡(강화유로6),diesel,8.9,9.6,,2497.0,2019
G70 2.2디젤 AWD_18인치타이어_20MY,diesel,12.2,15.6,,2199.0,2019
G70 2.2디젤 2WD_17인치타이어_20MY,diesel,13.5,17.9,,2199.0,2019
G70 3.3T-GDI AWD_19인치 타이어_20MY,gasoline,7.4,10.5,,3342.0,2019
G70 3.3T-GDI 2WD_19인치 타이어_20MY,gasoline,7.9,10.6,,3342.0,2019
G70 2.0T-GDI AWD_19인치 타이어_20MY,gasoline,8.4,11.3,,1998.0,2019
G70 2.0T-GDI AWD_18인치 타이어_20MY,gasoline,8.8,12.0,,1998.0,2017
G70 2.0T-GDI 2WD_19인치 타이어_20MY,gasoline,9.2,12.4,,1998.0,2017
G70 2.0T-GDI 2WD_18인치 타이어_20MY,gasoline,9.4,12.8,,1998.0,2017
G70 3.3T-GDI AWD (19인치 올시즌타이어),gasoline,7.6,10.6,,3342.0,2019
G70 3.3T-GDI 2WD (19인치 올시즌타이어),gasoline,8.0,10.8,,3342.0,2019
G70 2.0T-GDI 2WD (19인치 올시즌타이어) ,gasoline,9.3,12.5,,1998.0,2017
G70 2.0T-GDI AWD (19인치 올시즌타이어),gasoline,8.6,11.3,,1998.0,2017
그랜드스타렉스 2.5 디젤 3밴 6MT (20MY),diesel,10.5,11.8,,2497.0,2019
그랜드스타렉스 2.5 디젤 3밴 5AT (20MY),diesel,9.0,11.4,,2497.0,2019
쏘나타(DN8) 2.0GDI 하이브리드_17인치(빌트인캠),gasoline,18.4,19.1,,1999.0,2019
쏘나타(DN8) 2.0GDI 하이브리드_16인치(빌트인캠),gasoline,19.4,20.1,,1999.0,2019
"코나 1.6GDI 하이브리드 (18"" 타이어)",gasoline,18.1,16.6,,1580.0,2019
"코나 1.6GDI 하이브리드 (16"" 타이어)",gasoline,20.1,18.4,,1580.0,2019
그랜드스타렉스 2.5디젤 2WD 5AT_9인 (PE2/20MY),diesel,8.4,11.0,,2497.0,2019
그랜드스타렉스 2.5디젤 4WD 5AT_9인 (PE2/20MY),diesel,8.0,10.3,,2497.0,2019
"코나 1.6디젤 4WD (18"" 타이어)",diesel,13.9,15.7,,1598.0,2019
"코나 1.6디젤 4WD (17"" 타이어)",diesel,14.6,16.2,,1598.0,2019
"코나 1.6디젤 2WD (18"" 타이어)",diesel,16.2,17.7,,1598.0,2019
"코나 1.6디젤 2WD (17"" 타이어)",diesel,16.6,18.2,,1598.0,2019
"코나 1.6디젤 2WD (16"" 타이어)",diesel,16.7,18.6,,1598.0,2019
그랜드스타렉스 2.5 디젤 5밴 5AT (20MY),diesel,9.0,11.4,,2497.0,2019
그랜드스타렉스 2.5 디젤 5밴 6MT (20MY),diesel,10.5,11.8,,2497.0,2019
그랜드스타렉스 2.5디젤 어린이버스(법규대응),diesel,8.4,10.5,,2497.0,2019
그랜드스타렉스 2.5디젤 어린이보호차(법규대응),diesel,8.4,10.5,,2497.0,2019
그랜드스타렉스 2.5디젤 4WD 어린이버스(법규대응),diesel,7.5,9.3,,2497.0,2019
그랜드스타렉스 2.5디젤 4WD 어린이보호차(법규대응),diesel,7.5,9.3,,2497.0,2019
아반떼 1.6T-GDI (19MY),gasoline,10.5,13.1,,1591.0,2019
아반떼 1.6T-GDI_7DCT (19MY),gasoline,10.8,13.7,,1591.0,2019
베뉴 1.6 가솔린 MT (17“타이어),gasoline,12.4,14.7,,1598.0,2019
베뉴 1.6 가솔린 MT (15“타이어),gasoline,12.6,15.1,,1598.0,2019
베뉴 1.6 가솔린 CVT (17“타이어),gasoline,12.4,14.7,,1598.0,2019
베뉴 1.6 가솔린 CVT (15“타이어),gasoline,12.7,15.2,,1598.0,2019
쏘나타(DN8) 2.0GDI 하이브리드_17인치타이어,gasoline,19.0,19.1,,1999.0,2019
쏘나타(DN8) 2.0GDI 하이브리드_16인치타이어,gasoline,20.0,20.1,,1999.0,2019
"코나 1.6디젤 4WD (16""타이어)",diesel,15.0,16.7,,1598.0,2019
쏘나타(DN8) 2.0CVVL_18인치타이어,gasoline,11.6,15.0,,1999.0,2019
쏘나타(DN8) 2.0CVVL_17인치타이어,gasoline,11.9,15.5,,1999.0,2019
쏘나타(DN8) 2.0CVVL_16인치타이어,gasoline,11.7,15.1,,1999.0,2019
아이오닉 1.6GDI 플러그인하이브리드 개조차_6DCT,hybrid,29.1,27.5,46.0,1580.0,2019
"팰리세이드 2.2디젤 AWD 7인(20""타이어)",diesel,10.8,12.6,,2199.0,2019
"팰리세이드 2.2디젤 AWD 7인(18""타이어)",diesel,10.9,13.0,,2199.0,2019
"팰리세이드 2.2디젤 2WD 7인(20""타이어)",diesel,11.2,13.1,,2199.0,2019
"팰리세이드 2.2디젤 AWD 8인(20""타이어)",diesel,10.8,12.6,,2199.0,2019
"팰리세이드 3.8GDI AWD 7인(18""타이어)",gasoline,7.9,10.6,,3778.0,2019
"팰리세이드 3.8GDI 2WD 7인(20""타이어)",gasoline,8.3,10.9,,3778.0,2019
"팰리세이드 3.8GDI 2WD 7인 (18"" 타이어)",gasoline,8.5,11.4,,3778.0,2019
"팰리세이드 3.8GDI AWD 7인 (20"" 타이어)",gasoline,8.0,10.4,,3778.0,2019
"팰리세이드 2.2디젤 AWD 8인(18""타이어)",diesel,10.9,13.0,,2199.0,2019
"팰리세이드 2.2디젤 2WD 8인(20""타이어)",diesel,11.2,13.1,,2199.0,2019
"팰리세이드 2.2디젤 2WD 8인(18""타이어)",diesel,11.6,13.6,,2199.0,2019
"팰리세이드 2.2디젤 2WD 7인(18"" 타이어)",diesel,11.9,13.8,,2199.0,2019
"팰리세이드 3.8GDI AWD 8인(18""타이어)",gasoline,7.9,10.6,,3778.0,2019
"팰리세이드 3.8GDI 2WD 8인(20""타이어)",gasoline,8.3,10.9,,3778.0,2019
G90 3.8GDI AWD 5인 (18“ 타이어),gasoline,7.2,9.9,,3778.0,2018
G90 5.0GDI AWD 5인 (19“ 타이어),gasoline,6.2,9.3,,5038.0,2018
"G90 5.0GDI AWD 리무진 5인 (19""타이어)",gasoline,6.1,9.3,,5038.0,2019
G90 3.8GDI 2WD 5인 (19“ 타이어),gasoline,7.7,10.5,,3778.0,2018
G90 3.8GDI AWD 5인 (19“ 타이어),gasoline,7.2,9.7,,3778.0,2018
G90 3.3T-GDI AWD 5인 (19“ 타이어),gasoline,7.0,9.7,,3342.0,2018
G90 3.3T-GDI 2WD 5인 (19“ 타이어),gasoline,7.3,10.1,,3342.0,2018
"팰리세이드 3.8GDI 2WD 8인 (18"" 타이어)",gasoline,8.5,11.4,,3778.0,2019
"팰리세이드 3.8GDI AWD 8인 (20"" 타이어)",gasoline,8.0,10.4,,3778.0,2019
G90 5.0GDI AWD 4인 (19“ 타이어),gasoline,6.2,9.3,,5038.0,2018
"G90 5.0GDI AWD 리무진 4인 (19""타이어)",gasoline,6.1,9.3,,5038.0,2019
G90 3.3T-GDI 2WD 5인 (18“ 타이어),gasoline,7.6,10.7,,3342.0,2018
G90 3.3T-GDI 2WD 4인 (19“ 타이어),gasoline,7.3,10.1,,3342.0,2018
G90 3.3T-GDI AWD 5인 (18“ 타이어),gasoline,7.0,9.9,,3342.0,2018
G90 3.3T-GDI AWD 4인 (19“ 타이어),gasoline,7.0,9.7,,3342.0,2018
G90 3.8GDI AWD 4인 (19“ 타이어),gasoline,7.2,9.7,,3778.0,2018
G90 3.8GDI 2WD 5인 (18“ 타이어),gasoline,7.9,10.7,,3778.0,2018
G90 3.8GDI 2WD 4인 (19“ 타이어),gasoline,7.7,10.5,,3778.0,2018
"G80 3.3GDI AWD 19MY (19""타이어)",gasoline,7.2,10.0,,3342.0,2016
"G80 3.3GDI AWD 19MY (18""타이어)",gasoline,7.3,10.2,,3342.0,2016
"G80 3.3GDI 2WD 19MY (19""타이어)",gasoline,7.7,10.9,,3342.0,2016
"G80 3.3GDI 2WD 19MY (18""타이어)",gasoline,7.9,11.2,,3342.0,2016
"G80 3.3GDI AWD 스포츠패키지 19MY (19""타이어)",gasoline,7.1,9.9,,3342.0,2016
"G80 3.3GDI 2WD 스포츠패키지 19MY (19""타이어)",gasoline,7.7,10.5,,3342.0,2016
"G80 2.2디젤 AWD 19MY (18""타이어)",diesel,10.9,14.2,,2199.0,2016
"G80 2.2디젤 2WD 19MY (18""타이어)",diesel,12.3,16.1,,2199.0,2016
i30 1.6T-GDI_6MT (N_Line),gasoline,10.5,12.5,,1591.0,2018
i30 1.6T-GDI_7DCT (N_Line),gasoline,10.7,13.3,,1591.0,2018
그랜드스타렉스(PE2)2.5디젤 4WD 리무진 (6P_N/HR),diesel,7.6,9.4,,2497.0,2018
그랜드스타렉스(PE2)2.5디젤 4WD 리무진 (9P_N/HR),diesel,7.6,9.4,,2497.0,2018
아반떼(AD PE) 1.6가솔린,gasoline,12.5,16.2,,1598.0,2018
아반떼(AD PE) 1.6가솔린 (17'''타이어),gasoline,12.6,16.3,,1598.0,2018
아반떼(AD PE) 1.6가솔린 (16'''타이어),gasoline,12.8,16.8,,1598.0,2018
아반떼(AD PE) 1.6가솔린 (15'''타이어),gasoline,13.6,17.7,,1598.0,2018
아반떼(AD PE) 1.6디젤_7DCT (17''타이어),diesel,15.7,19.3,,1582.0,2019
아반떼(AD PE) 1.6디젤 7DCT,diesel,16.3,19.9,,1582.0,2019
"투싼 개조차 2.0디젤 2WD 8AT (19""타이어)",diesel,12.9,15.1,,1995.0,2018
"투싼 개조차 2.0디젤 2WD 8AT (18""타이어)",diesel,13.2,15.3,,1995.0,2018
"투싼 개조차 2.0디젤 AWD (19""타이어)",diesel,11.6,13.6,,1995.0,2018
"투싼 개조차 2.0디젤 AWD (18""타이어)",diesel,11.8,13.9,,1995.0,2018
"투싼 개조차 2.0디젤 AWD (17""타이어)",diesel,12.3,14.3,,1995.0,2018
"투싼 개조차 1.6디젤 AWD (19""타이어)",diesel,13.4,14.5,,1598.0,2018
"투싼 개조차 1.6디젤 AWD (18""타이어)",diesel,13.4,15.1,,1598.0,2018
"투싼 개조차 1.6디젤 AWD (17""타이어)",diesel,13.9,15.2,,1598.0,2018
"투싼 개조차 2.0디젤 2WD 6MT (19""타이어)",diesel,13.7,15.4,,1995.0,2019
"투싼 개조차 2.0디젤 2WD 6MT (18""타이어)",diesel,14.0,15.6,,1995.0,2019
"투싼 개조차 2.0디젤 2WD 6MT (17""타이어)",diesel,14.4,16.0,,1995.0,2019
"투싼 개조차 2.0디젤 2WD 8AT (17""타이어)",diesel,13.2,16.2,,1995.0,2018
"투싼 개조차 1.6디젤 2WD (19""타이어)",diesel,14.7,16.2,,1598.0,2018
"투싼 개조차 1.6디젤 2WD (17""타이어)",diesel,15.3,17.6,,1598.0,2018
"투싼 개조차 1.6디젤 2WD (18""타이어)",diesel,15.0,16.8,,1598.0,2018
"투싼 개조차 1.6T-GDI 2WD (19""타이어)",gasoline,10.6,12.4,,1591.0,2018
"투싼 개조차 1.6T-GDI 2WD (18""타이어)",gasoline,10.8,12.7,,1591.0,2018
"투싼 개조차 1.6T-GDI 2WD (17""타이어)",gasoline,11.0,13.1,,1591.0,2018
"투싼 개조차 1.6T-GDI AWD (17""타이어)",gasoline,10.3,11.7,,1591.0,2018
"투싼 개조차 1.6T-GDI AWD (18""타이어)",gasoline,10.0,11.8,,1591.0,2018
"투싼 개조차 1.6T-GDI AWD (19""타이어)",gasoline,9.8,11.3,,1591.0,2018
그랜드스타렉스(PE2)2.5디젤 리무진 (9P_N/HR),diesel,7.9,10.5,,2497.0,2017
그랜드스타렉스(PE2)2.5디젤 리무진 (6P_N/HR),diesel,7.9,10.5,,2497.0,2017
그랜드스타렉스(PE2) 2.5디젤 하이루프(12인),diesel,8.4,10.5,,2497.0,2017
벨로스터 N 2.0T-GDI (PP),gasoline,9.5,11.9,,1998.0,2018
벨로스터 N 2.0T-GDI (STD),gasoline,9.7,12.1,,1998.0,2018
싼타페 2.2 디젤 AWD 5인 (19'' 타이어),diesel,11.1,13.5,,2199.0,2018
싼타페 2.2 디젤 AWD 5인 (18'' 타이어),diesel,11.3,13.8,,2199.0,2018
싼타페 2.2 디젤 AWD 7인 (19'' 타이어),diesel,11.1,13.5,,2199.0,2018
싼타페 2.2 디젤 AWD 7인 (18'' 타이어),diesel,11.3,13.8,,2199.0,2018
싼타페 2.2 디젤 2WD 5인 (19'' 타이어),diesel,12.3,14.7,,2199.0,2018
싼타페 2.2 디젤 2WD 5인 (18'' 타이어),diesel,12.4,15.4,,2199.0,2018
싼타페 2.2 디젤 2WD 7인 (19'' 타이어),diesel,11.8,14.2,,2199.0,2018
싼타페 2.2 디젤 2WD 7인 (18'' 타이어),diesel,11.9,14.7,,2199.0,2018
싼타페 2.0T-GDI 2WD 5인,gasoline,8.4,11.4,,1998.0,2018
싼타페 2.0T-GDI 2WD 7인,gasoline,8.4,11.4,,1998.0,2018
싼타페 2.0T-GDI 4WD 5인,gasoline,7.9,10.9,,1998.0,2018
싼타페 2.0 디젤 AWD 5인 (19'' 타이어),diesel,11.1,13.4,,1995.0,2018
싼타페 2.0 디젤 AWD 5인 (18'' 타이어),diesel,11.3,13.9,,1995.0,2018
싼타페 2.0 디젤 AWD 7인 (19'' 타이어),diesel,11.1,13.4,,1995.0,2018
싼타페 2.0 디젤 AWD 7인 (18'' 타이어),diesel,11.3,13.9,,1995.0,2018
싼타페 2.0 디젤 2WD 5인 (18'' 타이어),diesel,12.7,15.4,,1995.0,2018
싼타페 2.0 디젤 2WD 5인 (19'' 타이어),diesel,12.6,14.7,,1995.0,2018
싼타페 2.0 디젤 2WD 7인 (19'' 타이어),diesel,12.2,14.4,,1995.0,2018
싼타페 2.0 디젤 2WD 7인 (18'' 타이어),diesel,12.7,15.4,,1995.0,2018
싼타페 2.0T-GDI 4WD 7인,gasoline,7.9,10.9,,1998.0,2018
그랜드스타렉스 2.5디젤 4WD 5AT_9인 (PE2),diesel,8.0,10.3,,2497.0,2017
그랜드스타렉스 2.5디젤 2WD 5AT (PE2),diesel,8.6,11.3,,2497.0,2017
그랜드스타렉스 2.5디젤 2WD 6MT (PE2),diesel,10.3,11.8,,2497.0,2017
그랜드스타렉스 2.5디젤 2WD 5AT_9인 (PE2),diesel,8.4,11.0,,2497.0,2017
그랜드스타렉스 2.5디젤 4WD 5AT (PE2),diesel,8.0,10.2,,2497.0,2017
"G80 2.2디젤 2WD (18""타이어) (15)",diesel,12.3,16.1,,2199.0,2016
"G80 2.2디젤 2WD (19""타이어) (15)",diesel,11.7,15.3,,2199.0,2016
"G80 2.2디젤 AWD (19""타이어) (15)",diesel,10.8,14.1,,2199.0,2016
벨로스터 1.6T-GDI 6MT (SUMMER TIRE),gasoline,11.2,14.0,,1591.0,2018
벨로스터 1.6T-GDI 6MT (ALL SEASON TIRE),gasoline,11.4,14.3,,1591.0,2018
벨로스터 1.4T-GDI 7DCT,gasoline,11.9,14.8,,1353.0,2018
벨로스터 1.6T-GDI 7DCT (ALL SEASON TIRE),gasoline,11.3,14.5,,1591.0,2018
벨로스터 1.6T-GDI 7DCT (SUMMMER TIRE),gasoline,11.1,14.2,,1591.0,2018
G70 2.2디젤 AWD_18인치타이어 (15),diesel,12.2,15.6,,2199.0,2017
G70 2.2디젤 AWD_17인치타이어 (15),diesel,12.2,15.7,,2199.0,2017
G70 2.2디젤 2WD_18인치타이어 (15),diesel,13.1,16.7,,2199.0,2017
G70 2.2디젤 2WD_17인치타이어 (15),diesel,13.5,17.9,,2199.0,2017
G70 3.3T-GDI 2WD (19인치 타이어) (15),gasoline,7.9,10.6,,3342.0,2017
G70 3.3T-GDI AWD (19인치 타이어) (15),gasoline,7.4,10.5,,3342.0,2017
G70 2.0T-GDI AWD (19인치 타이어) (15),gasoline,8.4,11.3,,1998.0,2017
G70 2.0T-GDI AWD (18인치 타이어) (15),gasoline,8.8,12.0,,1998.0,2017
G70 2.0T-GDI 2WD (19인치 타이어) (15),gasoline,9.2,12.4,,1998.0,2017
G70 2.0T-GDI 2WD (18인치 타이어) (15),gasoline,9.4,12.8,,1998.0,2017
"코나 1.6T-GDI 4WD (18""타이어) (15)",gasoline,10.0,12.4,,1591.0,2017
"코나 1.6T-GDI 4WD (17""타이어) (15)",gasoline,10.1,12.6,,1591.0,2017
"코나 1.6T-GDI 4WD (16""타이어) (15)",gasoline,10.1,13.0,,1591.0,2017
"코나 1.6T-GDI 2WD (18""타이어) (15)",gasoline,11.0,14.2,,1591.0,2017
"코나 1.6T-GDI 2WD (17""타이어) (15)",gasoline,11.3,14.5,,1591.0,2017
"코나 1.6T-GDI 2WD (16""타이어) (15)",gasoline,11.4,14.9,,1591.0,2017
그랜드 스타렉스 2.5디젤 3밴 (15),diesel,10.4,11.8,,2497.0,2017
그랜드 스타렉스 2.5디젤 3밴 (15),diesel,8.4,10.7,,2497.0,2017
그랜드 스타렉스 2.5디젤 5밴 (15),diesel,10.4,11.8,,2497.0,2017
그랜드 스타렉스 2.5디젤 5밴 (15),diesel,8.4,10.7,,2497.0,2017
엑센트 카파 1.4가솔린 CVT (5DR) (15),gasoline,11.9,14.8,,1368.0,2017
엑센트 카파 1.4가솔린 CVT (4DR) (15),gasoline,12.0,15.6,,1368.0,2017
엑센트 카파 1.4가솔린 (4DR) (15),gasoline,12.7,16.1,,1368.0,2017
벨로스터 1.6T-GDI_7DCT (15),gasoline,10.7,13.5,,1591.0,2015
그랜저 2.4 하이브리드 (15),gasoline,16.1,16.2,,2359.0,2017
"G80 3.8GDI AWD (19""타이어) (15)",gasoline,7.1,9.9,,3778.0,2016
"G80 3.8GDI 2WD (19""타이어) (15)",gasoline,7.6,10.6,,3778.0,2016
"그랜저 3.3GDI 8AT (19""타이어) (15)",gasoline,8.4,11.9,,3342.0,2017
아이오닉 1.6GDI 플러그인하이브리드_6DCT (15),hybrid,29.1,27.5,46.0,1580.0,2017
포터 2.5디젤 4WD 덤프(유로6) (15),diesel,8.3,8.8,,2497.0,2016
포터 2.5디젤 2WD 덤프(유로6) (15),diesel,8.9,9.1,,2497.0,2016
"그랜저 3.0GDI 8AT (19""타이어) (15)",gasoline,8.6,12.3,,2999.0,2016
"그랜저 3.0GDI 8AT (18""타이어) (15)",gasoline,8.7,12.5,,2999.0,2016
"그랜저 2.4GDI (19""타이어) (15)",gasoline,9.6,13.0,,2359.0,2016
"그랜저 2.4GDI (18""타이어) (15)",gasoline,9.7,13.3,,2359.0,2016
"그랜저 2.4GDI (17""타이어) (15)",gasoline,9.8,13.6,,2359.0,2016
"G80 3.3T-GDI 2WD (19""타이어)",gasoline,7.4,10.5,,3342.0,2016
"G80 3.3T-GDI AWD (19""타이어)",gasoline,7.0,9.8,,3342.0,2016
포터 2.5디젤 4WD 표준캡(유로6) (15),diesel,8.4,9.3,,2497.0,2016
포터 2.5디젤 장축 더블캡(유로6) (15),diesel,8.4,8.9,,2497.0,2016
포터 2.5디젤 초장축 표준캡(유로6) (15),diesel,8.7,9.1,,2497.0,2016
포터 2.5디젤 장축 슈퍼캡(유로6) (15),diesel,8.7,9.1,,2497.0,2016
포터 2.5디젤 장축 표준캡(유로6) (15),diesel,8.7,9.1,,2497.0,2016
포터 2.5디젤 장축 더블캡(유로6) (15),diesel,9.4,9.4,,2497.0,2016
포터 2.5디젤 초장축 표준캡(유로6) (15),diesel,9.6,9.7,,2497.0,2016
포터 2.5디젤 장축 슈퍼캡(유로6) (15),diesel,9.6,9.7,,2497.0,2016
"아슬란 3.3GDI 8AT (19""타이어) (15)",gasoline,8.3,11.8,,3342.0,2016
"아슬란 3.3GDI 8AT (18""타이어) (15)",gasoline,8.4,12.0,,3342.0,2016
"아슬란 3.0GDI 8AT (19""타이어) (15)",gasoline,8.5,11.9,,2999.0,2016
"아슬란 3.0GDI 8AT (18""타이어) (15)",gasoline,8.6,12.2,,2999.0,2016
포터 2.5디젤 4WD 더블캡(유로6) (15),diesel,8.4,9.3,,2497.0,2016
포터 2.5디젤 4WD 슈퍼캡(유로6) (15),diesel,8.4,9.3,,2497.0,2016
포터 2.5디젤 초장축 더블캡(유로6) (15),diesel,8.4,8.9,,2497.0,2016
포터 2.5디젤 초장축 슈퍼캡(유로6) (15),diesel,8.7,9.1,,2497.0,2016
포터 2.5디젤 초장축 더블캡(유로6) (15),diesel,9.4,9.4,,2497.0,2016
포터 2.5디젤 초장축 슈퍼캡(유로6) (15),diesel,9.6,9.7,,2497.0,2016
아이오닉 1.6GDI 하이브리드 6DCT_17''타이어,gasoline,20.4,19.9,,1580.0,2016
아이오닉 1.6GDI 하이브리드 6DCT_15''타이어,gasoline,22.5,22.2,,1580.0,2016
아슬란 3.0GDI,gasoline,8.1,11.8,,2999.0,2014
아슬란 3.3GDI,gasoline,8.1,11.9,,3342.0,2014
